Loan.Status,Term,Years.in.current.job,Home.Ownership,Purpose,Current.Loan.Amount,Credit.Score,Annual.Income,Monthly.Debt,Years.of.Credit.History,Months.since.last.delinquent,Number.of.Open.Accounts,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Bankruptcies,Tax.Liens,ID
0,Long Term,< 1 year,Home Mortgage,debt consolidation,571956.193807403,691,1123696.6882901122,27904.68540032376,11.2,11.5,15,1,172120.43335346438,662090.5544862972,1,0,452
1,Short Term,6 years,Home Mortgage,debt consolidation,192610.52309856843,736,502436.6508401335,3239.4555809532376,15.7,21.6,5,0,88461.05118224857,181916.59377826864,0,0,458
1,Short Term,10+ years,Home Mortgage,debt consolidation,193907.21507888092,742,2363050.1014394443,23828.444753933054,21.5,10.1,6,2,113105.86215395629,249942.55588814014,2,0,459
1,Short Term,4 years,Home Mortgage,debt consolidation,270447.1937978821,741,1459770.2534507136,15935.815792128475,39.6,28.6,7,0,750138.7959179352,1035275.863865239,0,0,460
1,Short Term,n/a,Own Home,debt consolidation,93347.3953491714,740,1420347.5916724876,23673.820556685296,16.1,18.6,14,2,46589.56609937904,239735.2389205375,2,0,461
1,Short Term,2 years,Rent,debt consolidation,121022.97517233396,696,1977444.2950603196,15589.208081803994,12.1,21.4,12,1,76854.97589836514,324786.45031534653,0,1,463
1,Long Term,5 years,Own Home,debt consolidation,443982.9227325375,710,962122.9485545097,15794.84160231141,16.4,14.6,7,0,365921.9380054417,552398.6423001091,1,0,465
1,Short Term,10+ years,Home Mortgage,debt consolidation,213619.30009566757,721,922485.8251237845,14988.406614040638,31.2,20.6,8,0,98343.57316638886,247016.83719230423,0,0,471
1,Short Term,10+ years,Home Mortgage,debt consolidation,444048.00809360214,708,1342235.0574439522,24047.170454080286,39.4,8.1,13,0,230488.1234434088,317328.13930347905,0,0,472
1,Short Term,10+ years,Rent,debt consolidation,260325.2530576789,709,1405202.5653965175,16392.96882603634,17.7,3.9,12,2,268260.48620069673,381589.1299189481,2,0,473
1,Long Term,5 years,Home Mortgage,home improvements,110616.25123905236,717,955320.3079129576,7070.025895177503,19.9,12.4,10,0,212134.1821208711,506460.60303645127,0,0,478
1,Short Term,7 years,Home Mortgage,home improvements,236764.81486527945,717,1338455.3457555722,37588.672492443315,18,19.5,17,3,149492.0760521878,512137.4478649142,3,0,480
1,Short Term,7 years,Home Mortgage,debt consolidation,197032.67516288324,706,966813.9557792685,22155.80355388272,16.1,19.7,20,0,210462.6107248324,476872.58235075494,0,1,483
1,Short Term,1 year,Rent,debt consolidation,221320.94031909783,704,1911399.4554818326,39182.34504353458,15.6,12.4,14,2,35338.10288582562,444817.52655578556,2,1,486
1,Short Term,7 years,Home Mortgage,home improvements,86174.56791060368,728,1116403.4282483386,6681.671290360047,14.2,24.9,18,0,30591.19956931077,220000.2586614225,0,0,488
1,Short Term,9 years,Home Mortgage,debt consolidation,188209.64882189152,742,1397223.131255462,5750.752435399289,18.8,25.3,13,1,138339.93337638993,523489.4376413084,1,0,496
1,Short Term,7 years,Rent,take a trip,43846.25907218563,685,1060486.1897443063,15554.879668584896,10.7,14,8,0,1.583576737436714,0.3879652495250293,0,0,498
1,Long Term,1 year,Rent,buy a car,278452.1889193313,603,1912350.6687886012,3284.3662999364965,8.6,28.6,9,0,188670.61204056971,697972.58230435,0,0,499
1,Long Term,n/a,Own Home,debt consolidation,302412.24359890213,695,1303535.2973518728,19770.15779403923,13.5,8.8,10,0,128478.56628170935,172788.46310644664,0,0,502
1,Short Term,3 years,Home Mortgage,debt consolidation,108262.67126315743,727,1121874.900621746,11780.561462323847,22.3,18.9,16,1,91161.04818905966,149313.32611019272,2,0,504
1,Long Term,3 years,Rent,debt consolidation,699776.9958032941,722,1359790.9523729922,26174.765288971346,12.6,2.6,28,1,615010.0263093864,1728428.07871589,1,0,506
1,Short Term,1 year,Rent,other,221406.95230488552,731,1032688.4038470538,5084.6881685755525,34.3,24.3,3,2,1595.819068337762,17667.542814180575,1,0,514
1,Short Term,6 years,Home Mortgage,debt consolidation,144606.6043535577,728,1575612.5354002286,12512.474385733456,22.4,25.8,9,0,900999.1765181287,2519945.469164254,0,0,515
1,Long Term,1 year,Own Home,debt consolidation,664951.3196940196,725,1722824.6710523868,42783.73693047137,28.4,27.5,24,0,520599.6405192995,1122525.7281414245,0,0,526
1,Long Term,10+ years,Home Mortgage,debt consolidation,543400.2848980371,694,1824455.1216063362,27517.869058950422,20.8,24.4,13,0,499166.77487239975,733480.0667797399,0,2,530
0,Long Term,10+ years,Rent,debt consolidation,513238.0578530326,614,1233897.863676506,15732.64278041931,21.3,22.3,10,0,72979.22859566893,151688.60395620525,0,0,535
0,Short Term,< 1 year,Rent,debt consolidation,262020.1934836029,716,1142773.8350778401,7883.955956835733,15,6.4,4,0,393679.1677984705,624471.2664666147,0,0,541
0,Short Term,10+ years,Home Mortgage,debt consolidation,250358.4655839009,742,1353179.1133510957,25372.965707659718,16.3,21.2,7,0,187721.10671479016,337501.52913902485,1,0,542
1,Long Term,10+ years,Home Mortgage,debt consolidation,763840.6308663222,732,3769600.2189856768,38952.65403435777,36.5,27.7,21,1,603685.356774913,2157406.7807995672,1,0,544
1,Short Term,5 years,Rent,other,203190.9893564149,682,1549165.6378383955,28659.984171175205,29.5,18.1,7,1,208050.68293350935,332265.4064174523,0,0,547
1,Short Term,10+ years,Rent,debt consolidation,631401.1042204011,733,1651479.5105628688,23118.57997595407,20.3,5.9,10,0,505988.2290459792,1044338.7872205044,0,0,549
1,Short Term,8 years,Home Mortgage,debt consolidation,176946.47116964136,722,573077.119006116,13946.679271638272,15.8,3.9,8,1,20976.104636859563,55329.316933608294,1,1,556
1,Long Term,3 years,Home Mortgage,debt consolidation,331516.7576235771,719,1240680.2568886196,2595.760560592576,27.8,8.8,6,0,61864.438475816765,132659.56416985503,0,0,558
1,Short Term,< 1 year,Home Mortgage,debt consolidation,215489.70723090612,745,553850.5885108766,3405.1929824073754,19.6,22,9,1,51547.21022611555,655952.0947694475,0,1,560
1,Short Term,10+ years,Home Mortgage,home improvements,39401.66690372924,694,737218.1694671683,11732.357458415567,12.2,13.4,6,0,54757.282680178905,164273.1373481372,0,0,566
1,Short Term,6 years,Rent,other,189001.07358980607,703,2431963.2205553153,24726.035180213228,14.7,17,10,0,108472.30954913923,156002.33524625812,0,1,567
0,Long Term,< 1 year,Home Mortgage,other,784563.3241215516,724,3000670.498858195,29006.017263582755,22.7,6.5,29,0,277476.94052828336,2262589.6972786626,0,0,569
0,Short Term,5 years,Rent,debt consolidation,143131.24081176182,718,1216875.9508109738,11157.653592571003,14.3,17.4,10,2,328416.1671609949,514580.49781164975,1,1,576
0,Short Term,10+ years,Home Mortgage,debt consolidation,195491.36817835754,739,3470370.7102448577,36438.764844622514,21,10.4,14,0,240407.46779805134,341153.13363182626,0,0,578
0,Short Term,10+ years,Home Mortgage,debt consolidation,208625.74131914225,666,1334652.6875825447,30362.18068033224,22,29.8,15,1,94049.70729682715,172304.21359101383,1,0,579
1,Short Term,10+ years,Rent,debt consolidation,243385.00408210125,736,1070061.5709442936,16410.738866067975,5.8,15.9,12,0,64733.15257724885,194699.64161854808,0,1,582
1,Long Term,10+ years,Home Mortgage,debt consolidation,405196.9783151253,657,1944003.2205402225,27701.47609935974,21.2,6.8,14,1,279015.665747936,606144.3052841179,1,1,583
0,Short Term,9 years,Rent,other,388981.7127935257,725,2053008.3636700287,13380.232391821304,18,28.3,20,0,216866.5210743704,797191.6026002683,0,0,584
1,Short Term,10+ years,Rent,other,397496.80741208774,723,858248.2658205908,22100.05026421092,17.5,17.8,9,0,143943.14691454335,350856.02126279095,0,0,585
1,Short Term,10+ years,Home Mortgage,debt consolidation,269720.20222597494,701,1457375.5429194989,23074.65916890582,11.9,21.1,16,0,66309.45701316514,322630.82274749124,0,1,592
1,Long Term,3 years,Rent,debt consolidation,762606.645592693,681,1975847.5264065547,12727.355310728673,13.1,10.3,7,1,252091.2299268206,392348.2290007732,1,0,595
1,Short Term,3 years,Home Mortgage,debt consolidation,152240.42550462388,749,1164568.064238694,12714.379484976065,17,12,15,1,190894.20503605204,1625271.53909231,0,1,598
1,Long Term,10+ years,Home Mortgage,debt consolidation,772860.0760960317,725,1777354.202138271,31694.72631881741,20.7,9.5,9,1,441104.52077010524,1524598.8444275565,1,0,599
1,Long Term,n/a,Rent,debt consolidation,774245.2195006125,652,1910450.3339755533,45850.97466200427,17.7,4,11,1,234155.18266776693,373976.7489517103,1,0,600
1,Long Term,5 years,Home Mortgage,medical bills,404668.6412155252,709,1673671.8301981364,18968.550923467843,14.9,22.6,13,1,187548.618989786,723844.5423809241,1,0,602
1,Long Term,1 year,Home Mortgage,debt consolidation,249546.709990874,724,2309183.4180562412,16278.891544683793,19.1,18.3,8,0,60741.825035398804,265430.13724017463,0,0,605
1,Short Term,9 years,Own Home,debt consolidation,217601.7863542913,739,2048427.1931646913,45577.799284770845,30.9,23.6,6,0,850325.157380176,1167959.4300689155,1,0,607
0,Short Term,2 years,Rent,debt consolidation,168871.14229657472,733,521567.45155109774,5389.542370095126,16,21.2,17,0,197467.17771316523,286152.81980535196,1,0,608
1,Short Term,4 years,Home Mortgage,home improvements,433531.1641917119,744,1123241.714365548,17128.35794058271,20.3,18.1,17,0,380170.3289514023,2934734.8013175903,0,0,611
1,Short Term,10+ years,Home Mortgage,debt consolidation,237974.63917353132,706,1010629.2527696665,7191.2056835661515,9.2,20.3,5,1,135926.262386105,215907.4332112501,0,1,613
1,Short Term,10+ years,Rent,debt consolidation,225215.66230439517,712,1556022.9702552948,15948.74513831708,17.8,9.8,18,0,635301.6758670374,912671.3100075482,0,0,614
1,Short Term,10+ years,Home Mortgage,debt consolidation,284218.05070245435,742,2737919.4707685495,11315.396423323751,18.6,20.2,13,0,22572.12033831287,435468.4480518337,0,0,615
1,Short Term,2 years,Home Mortgage,debt consolidation,567073.6514750966,701,1393916.201054072,8550.037637847718,33.9,21.2,13,0,156977.57170563025,288067.3796577812,0,0,617
1,Short Term,10+ years,Home Mortgage,debt consolidation,614394.243148755,725,1705554.123111105,14640.165202767033,17.5,8.8,16,2,489818.8132051306,1136586.0580337003,1,1,620
0,Short Term,10+ years,Home Mortgage,business loan,108262.94189122197,673,1718795.4009872922,22917.628248425975,18.9,22.4,11,0,55899.31014173542,115984.13019643436,0,1,622
1,Short Term,5 years,Rent,other,322542.1062328971,712,1532084.2329003017,34726.49981838777,19.6,21.3,14,0,397536.15652049135,621191.1476741041,0,1,624
1,Long Term,10+ years,Home Mortgage,debt consolidation,680723.1900316697,685,1240681.7135458153,25021.55239162271,23.9,19.7,14,0,489951.1834705095,855667.3807607179,0,0,625
1,Short Term,5 years,Rent,debt consolidation,198901.3852541695,740,1584256.8690783342,32344.812278262372,17.8,8.5,22,1,561792.1001033648,1298417.505755639,1,1,629
1,Short Term,5 years,Home Mortgage,debt consolidation,254782.44983439497,744,1097818.454101445,28084.018758398033,16,29.7,4,0,80293.31252501544,438525.68091263686,0,1,630
0,Short Term,8 years,Rent,other,99462.58048691828,726,916295.1392484179,10689.794828612852,25.7,20.6,9,0,107179.88616744008,761419.7688465666,0,0,633
1,Short Term,2 years,Rent,buy house,119460.08421400581,721,1050490.0975114568,18732.81779101429,13.6,18.2,7,0,82249.38130141223,130305.26742246597,0,0,644
0,Short Term,10+ years,Home Mortgage,debt consolidation,299706.2172873015,735,1137719.8997050407,18107.57684072007,19.3,8.6,10,0,310022.4823605005,782099.9089975699,1,0,648
1,Short Term,10+ years,Home Mortgage,medical bills,71744.08379724334,731,1896162.3244835818,40292.63461696548,17.9,26.6,18,0,629336.6536281925,1050015.9233605787,0,0,649
1,Short Term,4 years,Home Mortgage,debt consolidation,214696.84802621862,707,927104.4261934025,7192.136209878062,10.4,14.8,9,0,46569.05046726999,146168.72941077978,0,0,652
0,Short Term,1 year,Own Home,debt consolidation,322322.09684756235,740,1113436.6004455,555.6208316201133,13.6,28.9,7,0,10543.144904230616,678061.1164860178,0,0,653
1,Short Term,6 years,Home Mortgage,debt consolidation,332705.7837067626,683,1580364.1093555724,16857.86712421533,20,15.8,6,0,423527.46837421384,556644.1130595136,0,1,656
1,Short Term,10+ years,Home Mortgage,debt consolidation,400268.022242202,737,1267545.872522382,25667.68847791338,24.8,0,25,0,333716.2477758727,3042535.7982538934,1,0,658
1,Short Term,< 1 year,Rent,other,138116.02585915953,740,1071635.5146863188,16966.414980018144,15.7,13,5,0,114113.53359325546,228603.76475853915,0,0,661
1,Long Term,10+ years,Rent,other,180158.73766620382,702,1176347.2019904742,15881.986639742134,18,15.5,11,0,156027.6930980676,298629.23705816054,0,0,665
0,Long Term,2 years,Rent,other,298385.60624413815,662,757948.5146393741,12315.825432521673,14,26.5,8,0,132220.33449405804,377102.7254323808,0,0,668
0,Short Term,10+ years,Rent,debt consolidation,484373.4893783095,707,1046044.1077689659,24232.360871449284,13.6,28.5,6,0,120726.56727718674,150964.66924409327,0,1,671
1,Long Term,10+ years,Home Mortgage,debt consolidation,536075.002936422,723,1478826.9907827291,19225.71342192423,29,13.1,9,1,305025.47719347867,406426.70287135657,2,1,681
1,Short Term,2 years,Rent,take a trip,108899.67163858273,706,846448.8107959914,13965.129265604952,28.7,19.2,12,2,204724.6257753135,287342.16692720406,0,1,682
1,Short Term,10+ years,Home Mortgage,debt consolidation,52405.60678249447,743,2073907.0975899347,27480.85178701249,21.7,25.5,12,0,162202.70448595117,451463.490043863,0,0,684
1,Long Term,7 years,Home Mortgage,business loan,107317.20814673741,737,926819.4593565221,2038.8359784649329,23,23.7,6,1,48260.85665393964,143681.70162177066,2,1,689
1,Short Term,10+ years,Home Mortgage,debt consolidation,268531.56066832057,716,811717.5696928259,312.3143154782497,17.7,19.8,5,0,8399.058457244784,22373.644475110545,1,0,692
0,Short Term,2 years,Home Mortgage,debt consolidation,321179.765764704,743,1444666.8280399581,19865.252426111485,16.4,23.2,10,0,297331.0367048565,871572.5053733342,0,0,701
1,Long Term,10+ years,Home Mortgage,debt consolidation,258300.98429817753,718,1115378.4975386318,12269.35944245825,20.8,16.7,8,0,147954.17590703416,223937.73682672388,0,0,707
1,Short Term,2 years,Rent,debt consolidation,151229.00485398716,701,990510.8380610179,16345.066738292282,14.3,13.9,9,2,87000.55731246715,146212.21954710022,1,1,709
1,Short Term,10+ years,Home Mortgage,debt consolidation,373297.3603784565,692,1075704.3188628182,25009.163726140923,27.3,0,23,2,729941.8632915489,2026862.019731414,0,3,714
0,Long Term,2 years,Home Mortgage,home improvements,293809.69552938495,661,848937.8879325355,20444.268124644776,8.6,9.2,16,1,136400.4760962272,482966.6801312461,2,0,715
1,Short Term,10+ years,Home Mortgage,debt consolidation,86108.30599732882,717,1152671.488088505,18154.471699203914,13.6,11.1,8,2,31482.759188099088,101244.41468142465,0,1,716
1,Short Term,10+ years,Rent,debt consolidation,656172.8279090498,704,1262550.4795356346,14098.034145744754,13.5,15,5,1,130585.4420889559,344431.35518507875,0,1,719
1,Long Term,8 years,Home Mortgage,other,614152.5452910283,671,1395797.9299876948,24659.319235197603,14.5,10,9,1,317660.1334473247,443142.2962198058,0,0,720
1,Long Term,3 years,Rent,debt consolidation,354926.32391197514,715,1475140.7772823058,28395.129339107698,17.6,26.4,9,0,179569.4275430624,241757.81573097577,0,0,724
1,Short Term,10+ years,Rent,debt consolidation,66284.86506639147,743,763342.8018061885,13168.495374439535,14,15,5,0,35796.668476092265,57398.10220548833,0,0,727
1,Short Term,6 years,Home Mortgage,other,49324.607692825426,695,1355403.5032176964,12763.0250399831,14.5,30,7,0,59793.13672197115,100913.84235493654,0,0,730
0,Short Term,10+ years,Rent,debt consolidation,89011.96040703614,732,1383732.036704511,6712.234207662856,21.6,1.9,6,0,0,0,0,0,733
0,Long Term,10+ years,Home Mortgage,debt consolidation,424489.46250056796,673,917681.9001187716,15753.09940117733,20.3,25,11,0,279281.04703954817,360117.17464232864,0,0,734
0,Long Term,10+ years,Own Home,debt consolidation,632850.4199954565,616,1188375.3179969043,27036.97504548491,18.4,23.2,5,0,0.7978250560669493,0.14765467544802696,0,1,738
1,Short Term,10+ years,Home Mortgage,other,87139.86132259367,741,1505255.967055153,24459.989698090558,17.6,27.7,5,0,19379.224513096586,113343.00575825997,0,0,741
0,Short Term,2 years,Rent,buy house,354550.4943763817,722,1763387.6523617445,8890.65071731992,9.7,15.9,11,0,11798.076889410728,333430.36800716474,1,0,742
1,Short Term,7 years,Rent,other,215754.50193862792,664,1550285.1415374307,27389.58148376711,17.9,18.2,15,0,244167.83287295388,388364.5049581509,1,0,743
1,Long Term,9 years,Home Mortgage,debt consolidation,584407.4208524907,725,1695064.231262696,30510.392654315994,22,29.9,16,1,384388.27399163955,1831655.3075111124,1,0,744
0,Long Term,9 years,Home Mortgage,debt consolidation,782166.4818835953,670,1582624.4404184413,18728.010189191496,19.4,28,7,0,124676.7615966964,221078.65465014236,0,0,745
0,Short Term,10+ years,Home Mortgage,debt consolidation,787093.7563339007,694,3457089.2877731076,35722.30971475954,15.7,19.7,14,0,841949.000028381,1392710.3283518685,0,0,746
0,Short Term,10+ years,Home Mortgage,buy house,234652.2233473547,713,566864.8506565893,12894.579466136774,23,10.3,11,0,40354.84406979424,293918.2039966049,1,0,748
1,Long Term,10+ years,Rent,debt consolidation,400112.67558535835,725,1367828.6828519967,11627.944507197248,13.2,21.7,10,0,332141.8614718086,531190.9452191929,0,0,750
0,Long Term,2 years,Home Mortgage,debt consolidation,257884.45668358155,669,1206348.0572210085,8906.803096228014,23,21.9,11,1,177458.27553867715,210538.82742246453,1,0,751
1,Short Term,n/a,Home Mortgage,other,97264.82056024551,701,916371.5399503189,9011.991951948135,30.7,26.5,9,1,62320.400393732154,249655.044351059,0,1,752
1,Long Term,10+ years,Home Mortgage,debt consolidation,435532.8984840557,714,857049.8004098565,7784.84961656557,14,3.9,9,0,325165.4110456855,659382.9026396165,0,0,754
0,Short Term,2 years,Rent,debt consolidation,178352.04319374368,738,962730.9272001421,4220.173932156102,13.7,20.4,9,1,73319.37765558869,173977.10706301627,0,1,756
